,Target,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex_F,Sex_I,Sex_M,water,ratio,new6,a2
2298,7,0.415,0.325,0.1,2,0.167,0.08,0.125,0,1,0,0.628,0.167,0.28300000000000003,-0.3932610051915585
2299,8,0.495,0.385,0.125,3,0.2755,0.1235,0.165,0,1,0,1.436,0.13775,0.30450000000000005,-0.3416199996234779
2300,10,0.48,0.405,0.13,3,0.277,0.1445,0.21,1,0,0,1.3685,0.1385,0.4029999999999999,-0.577380095117159
2301,10,0.52,0.425,0.15,3,0.385,0.2015,0.23,1,0,0,1.1835,0.1925,0.375,-0.5610793341667457
2302,9,0.46,0.375,0.13,3,0.2505,0.119,0.195,0,0,1,1.4355,0.12525,0.3995,-0.5411418515165068
2303,11,0.58,0.455,0.12,3,0.399,0.257,0.265,1,0,0,1.079,0.1995,0.371,-0.5803324114585641
2304,11,0.59,0.49,0.135,4,0.422,0.2245,0.285,0,0,1,2.0685000000000002,0.14066666666666666,0.418,-0.6122969673517318
2305,23,0.55,0.415,0.135,3,0.302,0.179,0.26,1,0,0,1.259,0.151,0.48800000000000004,-0.7239738907779529
2306,12,0.65,0.5,0.165,4,0.485,0.218,0.365,1,0,0,1.932,0.16166666666666665,0.5750000000000001,-0.8795612800020713
2307,16,0.465,0.375,0.135,3,0.2225,0.129,0.23,1,0,0,1.4184999999999999,0.11125,0.5075,-0.7529718652121831
2308,11,0.455,0.355,0.13,3,0.2,0.1275,0.175,0,0,1,1.4975,0.1,0.41,-0.5246911602001652
2309,13,0.47,0.375,0.13,3,0.2145,0.164,0.195,0,0,1,1.4264999999999999,0.10725,0.4355,-0.5942418939990233
2310,13,0.435,0.35,0.11,2,0.143,0.1005,0.125,1,0,0,0.6315,0.143,0.32699999999999996,-0.5006263915454064
2311,7,0.35,0.265,0.11,2,0.1365,0.063,0.085,0,0,1,0.7155,0.1365,0.2535,-0.27687286273522077
2312,8,0.315,0.24,0.07,2,0.0545,0.0315,0.04,0,1,0,0.874,0.0545,0.16550000000000004,0.00737021180604755
2313,16,0.595,0.47,0.145,3,0.4035,0.1505,0.34,0,0,1,1.1059999999999999,0.20175,0.5665,-0.9401301067258059
2314,14,0.58,0.475,0.135,3,0.391,0.165,0.275,1,0,0,1.169,0.1955,0.42900000000000005,-0.701652348452919
2315,17,0.575,0.435,0.15,3,0.293,0.1625,0.27,0,0,1,1.2745,0.1465,0.5470000000000002,-0.8254790141147017
2316,13,0.535,0.435,0.155,3,0.3415,0.177,0.25,0,0,1,1.2315,0.17075,0.4685,-0.7223920110989712
2317,13,0.515,0.42,0.14,3,0.2505,0.154,0.29,0,0,1,1.3055,0.12525,0.6094999999999999,-0.9596897710021155
2318,12,0.505,0.385,0.135,3,0.251,0.1175,0.2,1,0,0,1.4315,0.1255,0.41900000000000004,-0.5589389998067842
2319,15,0.505,0.395,0.145,3,0.2695,0.153,0.205,1,0,0,1.3725,0.13475,0.43049999999999994,-0.5953724331832383
2320,10,0.4,0.31,0.1,2,0.1145,0.0635,0.095,0,1,0,0.727,0.1145,0.2755,-0.3417223845615102
2321,14,0.49,0.395,0.135,3,0.213,0.0925,0.215,0,0,1,1.4795,0.1065,0.487,-0.7011576428678884
2322,12,0.53,0.435,0.135,3,0.3275,0.1315,0.22,0,0,1,1.321,0.16375,0.38249999999999995,-0.5609452380366599
2323,8,0.395,0.325,0.105,2,0.111,0.0735,0.095,0,1,0,0.7205,0.111,0.28900000000000003,-0.3927353977795896
2324,17,0.665,0.535,0.19,4,0.5775,0.2815,0.475,1,0,0,1.666,0.1925,0.7525000000000001,-1.2237075715613215
2325,10,0.415,0.305,0.105,2,0.12,0.082,0.1,1,0,0,0.698,0.12,0.29000000000000004,-0.3634091300184012
2326,11,0.43,0.345,0.115,2,0.0925,0.055,0.12,0,0,1,0.7325,0.0925,0.37749999999999995,-0.5970696056331356
2327,13,0.475,0.395,0.135,3,0.2465,0.1645,0.2,0,0,1,1.389,0.12325,0.42350000000000004,-0.5956873711013273
2328,15,0.525,0.425,0.145,3,0.3345,0.209,0.24,1,0,0,1.2165,0.16725,0.4355,-0.6559446605662951
2329,15,0.48,0.39,0.145,3,0.2315,0.121,0.255,0,1,0,1.3925,0.11575,0.5685,-0.8736003617813743
2330,9,0.42,0.345,0.115,2,0.1515,0.0795,0.115,0,1,0,0.654,0.1515,0.3085,-0.45967870930197785
2331,15,0.59,0.46,0.155,3,0.327,0.1485,0.335,0,0,1,1.1895,0.1635,0.653,-1.0418275881692824
2332,9,0.515,0.42,0.135,3,0.2815,0.127,0.215,1,0,0,1.3765,0.14075,0.4185,-0.6021296314179647
2333,13,0.695,0.55,0.22,4,0.566,0.3835,0.445,0,0,1,1.6055,0.18866666666666665,0.7640000000000001,-1.216479974880769
2334,23,0.8,0.63,0.195,4,0.933,0.59,0.62,1,0,0,1.8569999999999998,0.23325,0.6969999999999998,-1.347756983047558
2335,23,0.61,0.49,0.15,4,0.425,0.2025,0.36,0,0,1,2.0125,0.14166666666666666,0.595,-0.903113553319131
2336,18,0.565,0.48,0.175,3,0.3885,0.215,0.275,1,0,0,1.1215,0.19425,0.5115000000000001,-0.8439274346688938
2337,11,0.56,0.455,0.165,3,0.4015,0.1695,0.245,0,0,1,1.184,0.20075,0.41850000000000004,-0.6597576213044898
2338,17,0.655,0.485,0.195,4,0.6275,0.358,0.485,0,0,1,1.5295,0.20916666666666664,0.7324999999999999,-1.1750506313186435
2339,17,0.64,0.52,0.2,4,0.566,0.304,0.455,0,0,1,1.675,0.18866666666666665,0.7440000000000001,-1.199872758482958
2340,11,0.59,0.47,0.17,3,0.355,0.1905,0.25,1,0,0,1.2045,0.1775,0.4850000000000001,-0.7580935979611243
2341,7,0.31,0.24,0.09,2,0.0605,0.0315,0.045,0,1,0,0.863,0.0605,0.20950000000000002,-0.13063598496885365
2342,6,0.255,0.185,0.07,2,0.028,0.018,0.025,0,1,0,0.929,0.028,0.162,0.026234962740422335
2343,6,0.17,0.125,0.055,2,0.009,0.0055,0.008,0,1,0,0.9775,0.009,0.117,0.13568848654197713
2344,21,0.67,0.55,0.17,4,0.472,0.2455,0.4,0,0,1,1.8824999999999998,0.15733333333333333,0.6680000000000001,-1.060385578269656
2345,17,0.71,0.565,0.195,4,0.638,0.3365,0.565,1,0,0,1.4605000000000001,0.21266666666666667,0.882,-1.448625675287362
2346,13,0.56,0.43,0.125,3,0.313,0.1715,0.263,1,0,0,1.2525,0.1565,0.463,-0.6953947885056061
2347,11,0.505,0.4,0.13,3,0.3035,0.189,0.2175,0,0,1,1.29,0.15175,0.39150000000000007,-0.5461701603242886
2348,16,0.525,0.43,0.165,3,0.376,0.1945,0.2515,0,0,1,1.178,0.188,0.45699999999999996,-0.7122459904325473
2349,9,0.45,0.36,0.105,2,0.2035,0.0935,0.149,1,0,0,0.554,0.2035,0.3045,-0.47861549142738147
2350,12,0.515,0.435,0.17,3,0.2765,0.111,0.216,1,0,0,1.3965,0.13825,0.4955,-0.7450996672435048
2351,19,0.59,0.475,0.16,3,0.3815,0.184,0.27,0,0,1,1.1644999999999999,0.19075,0.4785000000000001,-0.7701868644337988
2352,18,0.7,0.53,0.19,4,0.548,0.233,0.42,0,0,1,1.799,0.18266666666666667,0.6719999999999999,-1.059322415337093
2353,17,0.72,0.56,0.175,4,0.637,0.3415,0.525,1,0,0,1.4965,0.21233333333333335,0.7629999999999999,-1.2706210869311942
2354,11,0.635,0.495,0.15,4,0.4825,0.242,0.31,0,0,1,1.9655,0.16083333333333333,0.43749999999999994,-0.6565171810447441
2355,13,0.555,0.44,0.135,3,0.3805,0.2105,0.28,0,0,1,1.129,0.19025,0.44950000000000007,-0.7103448805384376
2356,13,0.575,0.47,0.15,4,0.4515,0.204,0.4,0,0,1,1.9445000000000001,0.1505,0.6485000000000001,-1.0135210239149954
2357,17,0.585,0.455,0.125,4,0.391,0.212,0.25,0,0,1,2.1470000000000002,0.13033333333333333,0.359,-0.4591049125259774
2358,20,0.61,0.485,0.21,4,0.535,0.2205,0.515,1,0,0,1.7294999999999998,0.17833333333333334,0.9149999999999999,-1.4439780597590977
2359,13,0.645,0.525,0.2,4,0.601,0.2565,0.505,1,0,0,1.6375000000000002,0.20033333333333334,0.8090000000000002,-1.321535637034954
2360,11,0.545,0.44,0.175,3,0.2985,0.1875,0.265,1,0,0,1.249,0.14925,0.5815,-0.8999663406878201
2361,12,0.55,0.45,0.155,3,0.343,0.159,0.25,0,0,1,1.248,0.1715,0.467,-0.7270398362253427
2362,18,0.66,0.525,0.205,4,0.5005,0.291,0.41,1,0,0,1.7985000000000002,0.1668333333333333,0.7295,-1.134176290514714
2363,18,0.57,0.475,0.195,4,0.4635,0.1905,0.305,0,0,1,2.041,0.1545,0.5365,-0.8045719846101158
2364,15,0.6,0.47,0.2,4,0.392,0.2035,0.29,1,0,0,2.1145,0.13066666666666668,0.588,-0.8330785244880052
2365,12,0.63,0.505,0.165,4,0.4595,0.216,0.315,1,0,0,2.0095,0.15316666666666667,0.5005,-0.7576793748443511
2366,19,0.695,0.57,0.23,4,0.8665,0.435,0.5,0,0,1,1.1985,0.28883333333333333,0.5934999999999999,-1.1246113389787364
2367,15,0.65,0.545,0.16,4,0.487,0.296,0.48,0,0,1,1.737,0.16233333333333333,0.793,-1.27812558247423
2368,16,0.72,0.595,0.225,4,0.8045,0.423,0.66,1,0,0,1.1124999999999998,0.26816666666666666,0.9655,-1.654512523082383
2369,12,0.56,0.44,0.17,3,0.3545,0.2175,0.3,0,1,0,1.1280000000000001,0.17725,0.5854999999999999,-0.9286215553563366
2370,8,0.42,0.325,0.115,2,0.1625,0.064,0.105,0,1,0,0.6685,0.1625,0.27749999999999997,-0.36224389479537034
2371,3,0.18,0.125,0.05,2,0.0085,0.0055,0.01,0,0,1,0.976,0.0085,0.11150000000000002,0.17452455435705577
2372,12,0.405,0.325,0.11,2,0.145,0.0725,0.11,1,0,0,0.6725000000000001,0.145,0.29500000000000004,-0.41435537029009617
2373,12,0.5,0.405,0.15,3,0.253,0.126,0.185,1,0,0,1.436,0.1265,0.4169999999999999,-0.5694799435044867
2374,12,0.435,0.335,0.11,2,0.1555,0.0675,0.135,0,1,0,0.642,0.1555,0.3345,-0.5101744248209034
2375,10,0.34,0.275,0.09,2,0.0725,0.043,0.07,0,0,1,0.8145,0.0725,0.2475,-0.26272489505884244
2376,8,0.43,0.34,0.11,2,0.154,0.0955,0.109,1,0,0,0.6415,0.154,0.28400000000000003,-0.3887642290506951
2377,12,0.535,0.41,0.155,3,0.2745,0.1415,0.1815,0,1,0,1.4024999999999999,0.13725,0.3985,-0.5254134739924551
2378,12,0.415,0.325,0.115,2,0.1405,0.051,0.106,0,1,0,0.7025,0.1405,0.3015,-0.41798565436494284
2379,10,0.36,0.265,0.09,2,0.096,0.037,0.0735,1,0,0,0.7935,0.096,0.23099999999999996,-0.19686776679421714
2380,5,0.175,0.135,0.04,2,0.011,0.0075,0.01,0,0,1,0.9715,0.011,0.08900000000000001,0.272247896954492
2381,5,0.155,0.115,0.025,2,0.009,0.005,0.0075,0,0,1,0.9785,0.009,0.056,0.43700764966205186
2382,11,0.525,0.43,0.15,3,0.3225,0.161,0.215,0,1,0,1.3014999999999999,0.16125,0.4075,-0.5970692453333283
2383,16,0.525,0.39,0.135,3,0.2265,0.131,0.21,1,0,0,1.4325,0.11325,0.4634999999999999,-0.6300575077818391
2384,11,0.44,0.345,0.105,2,0.165,0.083,0.132,1,0,0,0.62,0.165,0.30899999999999994,-0.4605303964219377
2385,12,0.45,0.345,0.115,2,0.1905,0.117,0.14,1,0,0,0.5525,0.1905,0.3195,-0.48564455726696
2386,14,0.485,0.365,0.14,3,0.2595,0.1445,0.177,1,0,0,1.419,0.12975,0.3745,-0.458654502067885
2387,11,0.47,0.35,0.135,3,0.2315,0.1465,0.1525,0,1,0,1.4695,0.11575,0.3434999999999999,-0.3744120003861443
2388,10,0.515,0.375,0.14,3,0.2495,0.141,0.2215,0,1,0,1.388,0.12475,0.4735000000000001,-0.6518656012978191
2389,11,0.42,0.34,0.125,2,0.165,0.1125,0.144,0,0,1,0.5785,0.165,0.373,-0.6174388113465791
2390,16,0.455,0.35,0.125,2,0.1585,0.102,0.1335,1,0,0,0.606,0.1585,0.35850000000000004,-0.5604580613426859
2391,10,0.37,0.29,0.09,2,0.11,0.045,0.069,0,0,1,0.776,0.11,0.20800000000000002,-0.1546170566983753
2392,10,0.33,0.25,0.09,2,0.085,0.041,0.0605,0,0,1,0.8135,0.085,0.21599999999999997,-0.15530565135701294
2393,7,0.3,0.22,0.09,2,0.057,0.0335,0.043,0,1,0,0.8665,0.057,0.20900000000000002,-0.12006097158948292
2394,14,0.625,0.46,0.16,4,0.55,0.273,0.38,0,1,0,1.797,0.18333333333333335,0.53,-0.8111313919961103
2395,14,0.61,0.475,0.17,4,0.4435,0.241,0.32,0,1,0,1.9955,0.14783333333333334,0.5365,-0.786701229094174
2396,14,0.625,0.465,0.155,3,0.404,0.1845,0.35,0,1,0,1.0615,0.202,0.606,-0.981143643013447
2397,17,0.635,0.505,0.19,4,0.5805,0.252,0.435,0,1,0,1.7325,0.1935,0.6695,-1.0820633963814381
2398,14,0.5,0.385,0.155,3,0.3795,0.161,0.19,0,1,0,1.2695,0.18975,0.31049999999999994,-0.38942952994988755
2399,17,0.53,0.43,0.17,3,0.35,0.152,0.235,1,0,0,1.263,0.175,0.4600000000000001,-0.6992002015095042
2400,13,0.445,0.33,0.1,2,0.163,0.0755,0.17,0,1,0,0.5915,0.163,0.377,-0.617351513810322
2401,12,0.585,0.415,0.155,3,0.3,0.146,0.195,1,0,0,1.359,0.15,0.39999999999999997,-0.5210619818926352
2402,16,0.44,0.355,0.165,2,0.159,0.105,0.14,0,1,0,0.596,0.159,0.45100000000000007,-0.7632675302509399
2403,10,0.29,0.225,0.08,2,0.0535,0.026,0.045,0,0,1,0.8755,0.0535,0.1965,-0.09868565277696373
2404,15,0.555,0.455,0.17,3,0.309,0.1905,0.3,0,1,0,1.2005,0.1545,0.631,-1.0038235633912356
2405,15,0.655,0.515,0.145,4,0.5265,0.283,0.315,0,1,0,1.8755000000000002,0.1755,0.39349999999999996,-0.6220717779529124
2406,10,0.58,0.46,0.185,4,0.3515,0.2,0.32,1,0,0,2.1285,0.11716666666666666,0.6585000000000001,-0.9457551905602238
2407,12,0.625,0.43,0.175,4,0.572,0.297,0.395,0,1,0,1.736,0.19066666666666665,0.5680000000000002,-0.8504043309449376
2408,15,0.62,0.485,0.17,4,0.4805,0.3045,0.33,0,1,0,1.885,0.16016666666666665,0.5195000000000001,-0.7814133608782874
2409,8,0.64,0.5,0.15,4,0.371,0.2705,0.36,1,0,0,1.9985,0.12366666666666666,0.649,-0.9591136664561122
2410,10,0.505,0.375,0.115,3,0.2635,0.12,0.167,1,0,0,1.4495,0.13175,0.30050000000000004,-0.3158027185352485
2411,9,0.5,0.395,0.12,3,0.2165,0.1085,0.1785,0,1,0,1.4965,0.10825,0.38049999999999995,-0.48350899320653873
2412,7,0.31,0.245,0.095,2,0.0525,0.034,0.048,0,0,1,0.8654999999999999,0.0525,0.23350000000000004,-0.2058337944740447
2413,12,0.505,0.38,0.145,3,0.2935,0.19,0.17,1,0,0,1.3465,0.14675,0.3365,-0.39705038856288855
2414,9,0.42,0.305,0.11,2,0.094,0.0785,0.0955,0,1,0,0.732,0.094,0.31700000000000006,-0.4152718169035341
2415,10,0.4,0.315,0.105,2,0.1135,0.037,0.113,0,0,1,0.7364999999999999,0.1135,0.3225,-0.4708060781040997
2416,18,0.425,0.315,0.125,2,0.1135,0.0565,0.13,0,0,1,0.7,0.1135,0.3965,-0.6245309147091672
2417,11,0.31,0.235,0.06,2,0.0415,0.033,0.04,0,0,1,0.8855,0.0415,0.1585,0.03139312466667063
2418,18,0.465,0.35,0.13,2,0.1945,0.103,0.155,1,0,0,0.5475,0.1945,0.37550000000000006,-0.6082629675715013
2419,10,0.465,0.36,0.12,2,0.192,0.1125,0.16,1,0,0,0.5355,0.192,0.36800000000000005,-0.6069548752856166
2420,13,0.35,0.255,0.085,2,0.1,0.0465,0.06,0,0,1,0.7935,0.1,0.19000000000000003,-0.07365084471452832
2421,15,0.52,0.415,0.16,3,0.2105,0.142,0.26,0,1,0,1.3875,0.10525,0.6295000000000001,-0.9540323579828403
2422,12,0.475,0.365,0.13,2,0.1905,0.114,0.1475,1,0,0,0.548,0.1905,0.36449999999999994,-0.5889645552108244
2423,10,0.41,0.315,0.11,2,0.1255,0.0655,0.095,1,0,0,0.714,0.1255,0.28450000000000003,-0.3619527840737988
2424,6,0.26,0.2,0.065,2,0.044,0.027,0.03,0,0,1,0.899,0.044,0.14600000000000002,0.07018046472694747
2425,13,0.575,0.45,0.17,3,0.358,0.2145,0.26,0,1,0,1.1675,0.179,0.5020000000000001,-0.7773625375977227
2426,14,0.565,0.435,0.155,3,0.2715,0.168,0.285,0,1,0,1.2755,0.13575,0.6084999999999998,-0.9316476789995733
2427,6,0.26,0.19,0.075,2,0.0445,0.02,0.03,0,0,1,0.9055,0.0445,0.16549999999999998,0.011583567141792081
2428,10,0.53,0.385,0.125,3,0.289,0.151,0.18,1,0,0,1.3800000000000001,0.1445,0.321,-0.36583186375436993
2429,9,0.34,0.255,0.095,2,0.081,0.034,0.07,0,0,1,0.815,0.081,0.249,-0.24909179404947854
2430,11,0.52,0.38,0.14,3,0.1775,0.115,0.185,0,1,0,1.5225,0.08875,0.47250000000000003,-0.6147479046048703
2431,18,0.635,0.5,0.18,4,0.529,0.2485,0.485,1,0,0,1.7374999999999998,0.17633333333333334,0.801,-1.2721447934577128
2432,11,0.61,0.485,0.165,4,0.4255,0.232,0.38,1,0,0,1.9625,0.14183333333333334,0.6645000000000001,-1.0080747459925923
2433,16,0.66,0.515,0.18,4,0.54,0.3365,0.555,1,0,0,1.5684999999999998,0.18000000000000002,0.9300000000000002,-1.4755754360244715
2434,16,0.635,0.5,0.18,4,0.5485,0.292,0.49,0,1,0,1.6695,0.18283333333333332,0.7914999999999999,-1.26649917268489
2435,14,0.465,0.38,0.135,3,0.208,0.1095,0.22,1,0,0,1.4625,0.104,0.502,-0.7377739134307848
2436,23,0.515,0.4,0.16,3,0.2515,0.156,0.3,0,0,1,1.2925,0.12575,0.6684999999999999,-1.0407426844627188
2437,9,0.335,0.24,0.095,2,0.062,0.039,0.055,0,1,0,0.844,0.062,0.238,-0.19639808074464202
2438,16,0.515,0.4,0.17,3,0.258,0.1755,0.28,1,0,0,1.2865,0.129,0.6420000000000001,-0.9867410056815061
2439,9,0.345,0.255,0.1,2,0.071,0.051,0.06,1,0,0,0.8180000000000001,0.071,0.249,-0.234673404442116
2440,13,0.465,0.355,0.125,3,0.2025,0.135,0.145,0,0,1,1.5175,0.10125,0.3375,-0.36091203133456196
2441,10,0.54,0.415,0.17,3,0.339,0.208,0.255,0,0,1,1.198,0.1695,0.5110000000000001,-0.7709808220731056
2442,9,0.475,0.355,0.125,2,0.186,0.107,0.145,0,0,1,0.562,0.186,0.35400000000000004,-0.554287338219408
2443,11,0.445,0.335,0.14,2,0.1785,0.114,0.14,1,0,0,0.5675,0.1785,0.38150000000000006,-0.6074125076050032
2444,9,0.5,0.355,0.14,3,0.2125,0.149,0.14,0,0,1,1.4985,0.10625,0.34750000000000003,-0.3580588984077427
2445,12,0.5,0.38,0.135,3,0.2295,0.1265,0.18,0,0,1,1.464,0.11475,0.40049999999999997,-0.5076752372436621
2446,14,0.55,0.435,0.17,3,0.2875,0.1645,0.28,1,0,0,1.268,0.14375,0.6125000000000002,-0.9469395651911987
2447,6,0.275,0.205,0.08,2,0.036,0.0185,0.03,0,1,0,0.9155,0.036,0.184,-0.0444453436257818
2448,7,0.35,0.265,0.09,2,0.0745,0.0415,0.06,1,0,0,0.8240000000000001,0.0745,0.22549999999999998,-0.1775029890371421
2449,9,0.37,0.285,0.105,2,0.1125,0.0585,0.0835,1,0,0,0.7455,0.1125,0.2645,-0.30395566764568527
2450,10,0.42,0.33,0.125,2,0.186,0.11,0.145,1,0,0,0.559,0.186,0.35400000000000004,-0.5703160780312899
2451,10,0.35,0.26,0.09,2,0.0725,0.056,0.06,0,0,1,0.8115,0.0725,0.22749999999999998,-0.17776138641704806
2452,9,0.395,0.305,0.105,2,0.0975,0.065,0.096,0,0,1,0.7415,0.0975,0.3045,-0.40825563899553646
2453,8,0.325,0.2,0.08,2,0.0395,0.0225,0.032,0,1,0,0.906,0.0395,0.1845,0.005085298372804567
2454,5,0.275,0.2,0.065,2,0.0385,0.0235,0.027,0,1,0,0.911,0.0385,0.1455,0.08860842457237936
2455,6,0.235,0.17,0.065,2,0.023,0.014,0.022,0,1,0,0.9410000000000001,0.023,0.151,0.05461631139685294
2456,5,0.25,0.18,0.06,2,0.028,0.017,0.0225,0,1,0,0.9325,0.028,0.13699999999999998,0.11564424614866511
2457,5,0.25,0.185,0.065,2,0.027,0.0185,0.0225,0,1,0,0.9319999999999999,0.027,0.148,0.07249350267095248
2458,4,0.2,0.145,0.05,2,0.0125,0.008,0.011,0,1,0,0.9685,0.0125,0.1095,0.20333481662472636
2459,20,0.585,0.47,0.17,4,0.3975,0.2325,0.358,1,0,0,2.012,0.1325,0.6585000000000001,-0.9838111181126377
2460,14,0.445,0.35,0.14,3,0.2025,0.158,0.19,0,0,1,1.4495,0.10125,0.4575,-0.6277974276413213
2461,13,0.5,0.385,0.13,3,0.2625,0.095,0.27,1,0,0,1.3725,0.13125,0.5375000000000001,-0.8181210430440062
2462,8,0.44,0.325,0.08,2,0.144,0.1015,0.13,0,0,1,0.6245,0.144,0.276,-0.3594721354007771
2463,17,0.515,0.405,0.14,3,0.312,0.146,0.315,0,0,1,1.227,0.156,0.5980000000000001,-0.9578014562466903
2464,11,0.52,0.405,0.14,3,0.276,0.137,0.215,1,0,0,1.3719999999999999,0.138,0.43399999999999994,-0.6093871383045557
2465,11,0.5,0.39,0.13,3,0.275,0.168,0.18,0,0,1,1.377,0.1375,0.345,-0.4271262143872133
2466,9,0.425,0.325,0.12,2,0.142,0.1065,0.105,0,0,1,0.6465000000000001,0.142,0.30799999999999994,-0.42452480942221793
2467,16,0.51,0.415,0.14,3,0.3025,0.2155,0.235,0,0,1,1.2469999999999999,0.15125,0.4475,-0.6661405484707386
2468,8,0.37,0.275,0.08,2,0.093,0.0625,0.07,1,0,0,0.7745,0.093,0.20700000000000005,-0.13323821257244373
2469,13,0.54,0.415,0.13,3,0.272,0.226,0.24,0,0,1,1.262,0.136,0.46799999999999997,-0.6791536503023899
2470,11,0.615,0.475,0.17,4,0.474,0.2895,0.24,0,0,1,1.9965000000000002,0.158,0.3460000000000001,-0.47345281108918147
2471,20,0.565,0.44,0.175,4,0.393,0.2,0.375,0,0,1,2.032,0.131,0.7070000000000001,-1.0532299763228485
2472,14,0.645,0.515,0.175,4,0.6745,0.384,0.385,0,0,1,1.5565,0.22483333333333333,0.4455000000000001,-0.7747011337030254
2473,14,0.615,0.47,0.175,4,0.5135,0.343,0.32,1,0,0,1.8235,0.17116666666666666,0.47650000000000003,-0.708887139172289
2474,14,0.605,0.49,0.145,4,0.517,0.3285,0.31,0,0,1,1.8445,0.17233333333333334,0.3929999999999999,-0.605918259812502
2475,12,0.59,0.455,0.165,4,0.38,0.2455,0.28,1,0,0,2.0945,0.12666666666666668,0.5100000000000001,-0.7020839728884278
2476,18,0.645,0.485,0.155,4,0.5915,0.312,0.38,0,0,1,1.7165,0.19716666666666668,0.47850000000000004,-0.7629269668079955
2477,13,0.57,0.42,0.155,4,0.377,0.193,0.34,0,0,1,2.09,0.12566666666666668,0.613,-0.8720214994492433
2478,8,0.47,0.355,0.18,2,0.1525,0.1165,0.135,1,0,0,0.596,0.1525,0.47750000000000004,-0.7821932202468385
2479,14,0.5,0.44,0.155,3,0.2025,0.2005,0.2115,1,0,0,1.3855,0.10125,0.5305,-0.8002162170498028
2480,13,0.52,0.425,0.145,3,0.207,0.1905,0.24,1,0,0,1.3625,0.1035,0.5630000000000001,-0.8453089724929308
2481,8,0.39,0.285,0.095,2,0.11,0.06,0.08,0,0,1,0.75,0.11,0.24,-0.22406933028735637
2482,12,0.52,0.4,0.165,3,0.2745,0.201,0.21,0,0,1,1.3145,0.13725,0.4755,-0.6710905480301299
2483,14,0.54,0.415,0.175,3,0.275,0.241,0.275,1,0,0,1.209,0.1375,0.625,-0.9511983174159326
2484,14,0.46,0.36,0.135,3,0.1955,0.107,0.235,0,0,1,1.4625,0.09775,0.5445,-0.8126138185321676
2485,8,0.355,0.26,0.09,2,0.077,0.038,0.065,0,1,0,0.8200000000000001,0.077,0.23299999999999998,-0.19277782679415198
2486,13,0.49,0.4,0.145,3,0.21,0.1295,0.2515,1,0,0,1.409,0.105,0.583,-0.8903578001518978
2487,11,0.63,0.51,0.185,4,0.5115,0.349,0.3065,1,0,0,1.8330000000000002,0.17049999999999998,0.47150000000000003,-0.7323586648134375
2488,14,0.5,0.385,0.145,3,0.246,0.195,0.204,0,0,1,1.355,0.123,0.45199999999999996,-0.6217570794954985
2489,15,0.49,0.39,0.135,3,0.242,0.096,0.1835,0,0,1,1.4785,0.121,0.395,-0.5186390401442805
2490,7,0.44,0.325,0.115,2,0.163,0.087,0.113,0,0,1,0.637,0.163,0.29300000000000004,-0.3890405324436783
2491,10,0.515,0.395,0.165,3,0.1905,0.17,0.3205,1,0,0,1.319,0.09525,0.7805000000000001,-1.1888604056232701
2492,11,0.475,0.38,0.145,3,0.167,0.118,0.187,1,0,0,1.528,0.0835,0.4969999999999999,-0.6904424705405299
2493,8,0.42,0.31,0.1,2,0.115,0.0735,0.085,0,1,0,0.7264999999999999,0.115,0.255,-0.2715758000801562
2494,9,0.4,0.305,0.13,2,0.096,0.0675,0.105,0,0,1,0.7315,0.096,0.374,-0.5681838040441819
2495,12,0.45,0.36,0.16,3,0.174,0.1245,0.225,0,0,1,1.4765000000000001,0.087,0.5960000000000001,-0.8958161664705783
2496,15,0.52,0.4,0.13,3,0.215,0.2065,0.17,1,0,0,1.4085,0.1075,0.3850000000000001,-0.47977688628528825
2497,12,0.505,0.4,0.155,3,0.2715,0.1775,0.285,0,0,1,1.266,0.13575,0.6084999999999998,-0.9502463172178115
2498,15,0.495,0.4,0.14,3,0.2015,0.18,0.25,0,0,1,1.3685,0.10075,0.5785,-0.8772010477023302
2499,19,0.54,0.41,0.145,3,0.2815,0.213,0.355,0,0,1,1.1505,0.14075,0.7185,-1.1411937811235866
2500,12,0.48,0.39,0.125,3,0.219,0.155,0.2,1,0,0,1.426,0.1095,0.43100000000000005,-0.5966724425751688
2501,9,0.33,0.26,0.08,2,0.0625,0.05,0.07,1,0,0,0.8175,0.0625,0.23750000000000004,-0.23154844053741164
2502,5,0.285,0.21,0.07,2,0.044,0.0265,0.033,0,1,0,0.8965,0.044,0.16200000000000003,0.028855229478285088
2503,6,0.3,0.23,0.075,2,0.052,0.03,0.0345,0,1,0,0.8835,0.052,0.167,0.005655942266330413
2504,6,0.31,0.24,0.105,2,0.118,0.065,0.083,0,1,0,0.734,0.118,0.258,-0.3050407934904616
2505,6,0.34,0.255,0.075,2,0.0745,0.04,0.0525,0,1,0,0.833,0.0745,0.1805,-0.045400269675628435
2506,7,0.375,0.3,0.075,2,0.059,0.03,0.044,0,1,0,0.867,0.059,0.179,-0.06265298731526658
2507,7,0.415,0.325,0.1,2,0.2285,0.1065,0.114,0,1,0,0.5509999999999999,0.2285,0.19950000000000004,-0.20083772707244935
2508,6,0.415,0.315,0.105,2,0.1405,0.0705,0.095,0,1,0,0.694,0.1405,0.2595,-0.30220313706603613
2509,6,0.415,0.315,0.09,2,0.175,0.0835,0.093,0,1,0,0.6485,0.175,0.191,-0.14340994606786656
